epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4154.95,0.91898,0.5319,0.81712,0.80201,0.82138,0.82797,0.4748,1.20401,0.67261,0.88664,0.003928,0.003928,0.003928
186,4177.38,0.89252,0.51485,0.81966,0.78852,0.84956,0.83403,0.4876,1.19907,0.64935,0.88374,0.003895,0.003895,0.003895
187,4199.95,0.90247,0.52065,0.81645,0.79366,0.8481,0.8426,0.48907,1.21079,0.65858,0.88053,0.003862,0.003862,0.003862
188,4222.73,0.86861,0.50807,0.81319,0.81196,0.83201,0.84621,0.49616,1.17186,0.64207,0.87358,0.003829,0.003829,0.003829
189,4245.57,0.88623,0.51222,0.81523,0.78668,0.80309,0.82034,0.48097,1.17963,0.66028,0.8773,0.003796,0.003796,0.003796
190,4267.96,0.90421,0.51764,0.81997,0.80032,0.80872,0.82219,0.47246,1.19669,0.66568,0.87868,0.003763,0.003763,0.003763
191,4290.23,0.89654,0.51373,0.82125,0.75301,0.83263,0.82037,0.47518,1.19529,0.66364,0.88884,0.00373,0.00373,0.00373
192,4312.39,0.84943,0.50568,0.81186,0.79524,0.79207,0.83221,0.48926,1.21966,0.64794,0.8868,0.003697,0.003697,0.003697
193,4334.46,0.8739,0.52131,0.80802,0.80381,0.82419,0.84239,0.50793,1.16879,0.646,0.87563,0.003664,0.003664,0.003664
194,4356.49,0.87162,0.50372,0.81522,0.79557,0.80591,0.82944,0.49663,1.1638,0.66399,0.88118,0.003631,0.003631,0.003631
195,4378.54,0.8925,0.5293,0.81792,0.79242,0.81294,0.82571,0.4958,1.14929,0.65229,0.87359,0.003598,0.003598,0.003598
196,4401.17,0.87853,0.5151,0.81465,0.78292,0.83826,0.8369,0.49592,1.14961,0.65331,0.87782,0.003565,0.003565,0.003565
197,4423.61,0.84468,0.48785,0.8132,0.7916,0.84388,0.83367,0.50208,1.1699,0.6523,0.87846,0.003532,0.003532,0.003532
198,4445.85,0.8505,0.49486,0.81623,0.7963,0.82982,0.83904,0.49839,1.1514,0.64569,0.87258,0.003499,0.003499,0.003499
199,4468.19,0.84151,0.4905,0.81291,0.77705,0.84805,0.83302,0.4998,1.14303,0.64739,0.87398,0.003466,0.003466,0.003466
200,4490.64,0.84143,0.49078,0.81139,0.80666,0.82841,0.8422,0.50461,1.14969,0.6494,0.87494,0.003433,0.003433,0.003433
201,4513.2,0.86237,0.50018,0.82116,0.81085,0.83122,0.84775,0.50724,1.15132,0.6387,0.87235,0.0034,0.0034,0.0034
202,4535.21,0.82447,0.48154,0.80551,0.82439,0.83195,0.85445,0.51193,1.11887,0.62375,0.86857,0.003367,0.003367,0.003367
203,4557.15,0.82921,0.48839,0.81287,0.80117,0.82744,0.83499,0.4955,1.15428,0.64316,0.87736,0.003334,0.003334,0.003334
204,4579.15,0.8213,0.47467,0.80906,0.79249,0.81716,0.82758,0.50002,1.13892,0.65474,0.87276,0.003301,0.003301,0.003301
205,4601.67,0.81989,0.4783,0.80722,0.80418,0.83753,0.84713,0.49814,1.15125,0.63633,0.87692,0.003268,0.003268,0.003268
206,4624.37,0.82525,0.48136,0.81178,0.79306,0.81294,0.83156,0.51069,1.12777,0.63003,0.87389,0.003235,0.003235,0.003235
207,4646.49,0.8064,0.47374,0.80357,0.80141,0.81732,0.83375,0.51035,1.12439,0.62803,0.87167,0.003202,0.003202,0.003202
208,4668.92,0.78192,0.46253,0.81477,0.80325,0.82841,0.83802,0.50582,1.12397,0.62502,0.87219,0.003169,0.003169,0.003169
209,4691.23,0.81679,0.48659,0.80793,0.79504,0.83404,0.83485,0.51272,1.09848,0.6231,0.8705,0.003136,0.003136,0.003136
210,4713.67,0.82021,0.47385,0.81489,0.79771,0.83192,0.84133,0.51667,1.12242,0.62186,0.87063,0.003103,0.003103,0.003103
211,4735.98,0.79647,0.47171,0.80883,0.783,0.83826,0.83713,0.52275,1.10581,0.62656,0.87283,0.00307,0.00307,0.00307
212,4758.05,0.79854,0.4672,0.80544,0.80699,0.81435,0.83657,0.51107,1.12732,0.63628,0.87724,0.003037,0.003037,0.003037
213,4780.14,0.79954,0.46191,0.80982,0.79058,0.82297,0.83447,0.51032,1.12462,0.63893,0.87868,0.003004,0.003004,0.003004
214,4802.11,0.80323,0.46481,0.81146,0.80084,0.837,0.84461,0.52214,1.11477,0.63038,0.87379,0.002971,0.002971,0.002971
215,4824.7,0.79902,0.46874,0.80724,0.80824,0.83966,0.8475,0.5218,1.10199,0.62276,0.86723,0.002938,0.002938,0.002938
216,4846.96,0.79572,0.475,0.81163,0.80449,0.83917,0.84094,0.51742,1.10846,0.62341,0.87415,0.002905,0.002905,0.002905
217,4869.22,0.78424,0.45973,0.81045,0.80882,0.81294,0.83612,0.52014,1.11208,0.62912,0.87675,0.002872,0.002872,0.002872
218,4891.18,0.79259,0.46025,0.80737,0.80745,0.8257,0.8357,0.51718,1.11701,0.62813,0.88211,0.002839,0.002839,0.002839
219,4913.28,0.78333,0.44861,0.81294,0.83053,0.81333,0.8467,0.51661,1.09369,0.61432,0.87898,0.002806,0.002806,0.002806
220,4935.87,0.7879,0.46097,0.80809,0.82173,0.80309,0.84379,0.52525,1.09849,0.60889,0.8757,0.002773,0.002773,0.002773
221,4958.66,0.77324,0.4515,0.80164,0.8237,0.83456,0.85139,0.52999,1.08049,0.61321,0.87185,0.00274,0.00274,0.00274
222,4981.18,0.75002,0.44135,0.79835,0.78642,0.84107,0.84765,0.51816,1.10304,0.61819,0.86936,0.002707,0.002707,0.002707
223,5003.55,0.76887,0.44994,0.80542,0.8038,0.82138,0.84697,0.51349,1.12184,0.61497,0.88087,0.002674,0.002674,0.002674
224,5025.79,0.76806,0.44919,0.80396,0.79876,0.8256,0.84031,0.52567,1.09732,0.62154,0.87884,0.002641,0.002641,0.002641
225,5048.49,0.782,0.45169,0.79965,0.82573,0.81153,0.85051,0.53326,1.06994,0.61219,0.87073,0.002608,0.002608,0.002608
226,5071.25,0.74463,0.43721,0.80088,0.84887,0.80872,0.85317,0.53103,1.0714,0.60468,0.87218,0.002575,0.002575,0.002575
227,5093.51,0.74895,0.44029,0.80699,0.83035,0.82606,0.85099,0.52705,1.0885,0.61351,0.87404,0.002542,0.002542,0.002542
228,5115.7,0.74165,0.4354,0.80776,0.81839,0.82982,0.84754,0.52778,1.05949,0.60376,0.87059,0.002509,0.002509,0.002509
229,5138.39,0.74685,0.44622,0.80333,0.79773,0.84669,0.83861,0.52637,1.06827,0.6118,0.87276,0.002476,0.002476,0.002476
230,5161.17,0.74431,0.43952,0.80747,0.80107,0.83258,0.83737,0.5179,1.09127,0.61917,0.87694,0.002443,0.002443,0.002443
231,5183.59,0.7429,0.42862,0.80242,0.78344,0.8481,0.84536,0.53159,1.06125,0.60283,0.87256,0.00241,0.00241,0.00241
232,5206.26,0.73712,0.4353,0.79822,0.80556,0.82982,0.84725,0.54133,1.04817,0.60091,0.87161,0.002377,0.002377,0.002377
233,5229.18,0.72963,0.42325,0.8004,0.82156,0.81153,0.8545,0.54389,1.04656,0.60728,0.86885,0.002344,0.002344,0.002344
234,5252.13,0.74654,0.42659,0.79964,0.83249,0.827,0.85868,0.54785,1.03577,0.59408,0.86455,0.002311,0.002311,0.002311
235,5274.61,0.72302,0.42099,0.80493,0.83149,0.81894,0.85222,0.54112,1.05384,0.60333,0.8662,0.002278,0.002278,0.002278
236,5297.35,0.70701,0.4193,0.8027,0.81654,0.83122,0.85499,0.53872,1.06342,0.60293,0.86824,0.002245,0.002245,0.002245
237,5319.7,0.7149,0.42202,0.80041,0.81501,0.83966,0.8557,0.54057,1.06099,0.60604,0.87131,0.002212,0.002212,0.002212
238,5342.37,0.70685,0.40778,0.79821,0.82468,0.81294,0.84505,0.5348,1.06165,0.61374,0.87458,0.002179,0.002179,0.002179
239,5364.75,0.69731,0.40736,0.8019,0.80505,0.83122,0.84585,0.53746,1.07155,0.61751,0.87645,0.002146,0.002146,0.002146
240,5387.69,0.706,0.41533,0.80099,0.82535,0.81752,0.84898,0.54038,1.05798,0.62411,0.87455,0.002113,0.002113,0.002113
241,5410.58,0.69983,0.41534,0.79831,0.79161,0.84416,0.85214,0.54904,1.05286,0.61698,0.86901,0.00208,0.00208,0.00208
242,5433.62,0.69657,0.40829,0.8012,0.80303,0.83966,0.8519,0.54412,1.05542,0.62567,0.87052,0.002047,0.002047,0.002047
243,5456.64,0.69171,0.41018,0.79759,0.81609,0.83544,0.8573,0.54265,1.06329,0.61663,0.87197,0.002014,0.002014,0.002014
244,5478.94,0.70358,0.41231,0.80109,0.81483,0.82841,0.85618,0.54508,1.06716,0.62832,0.87383,0.001981,0.001981,0.001981
245,5501.15,0.68379,0.40645,0.79612,0.80952,0.83684,0.85356,0.54721,1.04175,0.61222,0.87395,0.001948,0.001948,0.001948
246,5524.03,0.69255,0.40924,0.79374,0.80908,0.83444,0.85237,0.55644,1.01799,0.60324,0.86959,0.001915,0.001915,0.001915
247,5546.44,0.70214,0.40772,0.79837,0.82635,0.84248,0.86147,0.56348,1.01171,0.60364,0.86684,0.001882,0.001882,0.001882
248,5569.45,0.67607,0.40185,0.79631,0.83808,0.82841,0.86106,0.56126,1.02943,0.6035,0.86756,0.001849,0.001849,0.001849
249,5591.74,0.67082,0.39215,0.8002,0.84147,0.81716,0.85838,0.55145,1.03965,0.60095,0.86658,0.001816,0.001816,0.001816
250,5614.34,0.68708,0.39548,0.79641,0.84813,0.81716,0.86032,0.55742,1.02016,0.58265,0.8641,0.001783,0.001783,0.001783
251,5636.83,0.68376,0.39334,0.80042,0.84185,0.83544,0.86686,0.56385,1.01724,0.57804,0.86575,0.00175,0.00175,0.00175
252,5659.47,0.6754,0.39657,0.80067,0.8264,0.83122,0.86073,0.56146,1.02521,0.58763,0.86747,0.001717,0.001717,0.001717
253,5681.57,0.67575,0.39224,0.79472,0.82712,0.82767,0.85837,0.56364,1.01829,0.59304,0.86796,0.001684,0.001684,0.001684
254,5704.23,0.65642,0.38286,0.80048,0.81977,0.83166,0.85976,0.55692,1.01407,0.58831,0.86767,0.001651,0.001651,0.001651
255,5726.94,0.65849,0.38945,0.79691,0.83045,0.83544,0.85829,0.55438,1.01122,0.59702,0.87121,0.001618,0.001618,0.001618
256,5749.39,0.64706,0.38257,0.79619,0.82727,0.82852,0.85762,0.55961,1.0088,0.59051,0.86944,0.001585,0.001585,0.001585
257,5771.57,0.65782,0.39073,0.794,0.81451,0.83826,0.85779,0.55921,1.01592,0.59566,0.86865,0.001552,0.001552,0.001552
258,5793.63,0.64473,0.37838,0.79306,0.81306,0.83806,0.85505,0.55343,1.02458,0.59772,0.87045,0.001519,0.001519,0.001519
259,5815.57,0.6417,0.38645,0.79688,0.79861,0.84951,0.85738,0.55553,1.01762,0.59707,0.86727,0.001486,0.001486,0.001486
260,5837.81,0.63045,0.37819,0.79203,0.80768,0.83286,0.85324,0.56215,0.99641,0.59077,0.86689,0.001453,0.001453,0.001453
261,5859.71,0.64741,0.38046,0.79822,0.80864,0.83207,0.84757,0.55973,0.99257,0.59339,0.86926,0.00142,0.00142,0.00142
262,5881.79,0.64757,0.38311,0.79808,0.81659,0.82278,0.84987,0.5601,0.9991,0.59394,0.86816,0.001387,0.001387,0.001387
263,5904.55,0.65966,0.38407,0.79536,0.82057,0.82841,0.85017,0.56037,1.00043,0.5973,0.8681,0.001354,0.001354,0.001354
264,5927.13,0.65085,0.37651,0.79943,0.81525,0.83685,0.85476,0.56213,0.99973,0.58819,0.86861,0.001321,0.001321,0.001321
265,5949.31,0.62353,0.37283,0.79283,0.79838,0.84657,0.8522,0.56055,1.00743,0.58965,0.86996,0.001288,0.001288,0.001288
266,5971.91,0.62714,0.37282,0.79779,0.8256,0.81896,0.85697,0.56056,0.99808,0.58654,0.87043,0.001255,0.001255,0.001255
267,5994.44,0.61579,0.37012,0.7882,0.8181,0.84131,0.8631,0.56419,0.97956,0.57636,0.86795,0.001222,0.001222,0.001222
268,6016.61,0.62181,0.37121,0.79564,0.82686,0.8396,0.86258,0.56598,0.99211,0.57939,0.87071,0.001189,0.001189,0.001189
269,6038.64,0.6101,0.36219,0.79099,0.81558,0.83826,0.8605,0.56523,0.98963,0.58241,0.86899,0.001156,0.001156,0.001156
270,6060.68,0.61055,0.35826,0.79509,0.81651,0.827,0.85477,0.56217,0.98923,0.5781,0.86775,0.001123,0.001123,0.001123
271,6082.62,0.60523,0.35278,0.79844,0.82069,0.83039,0.85809,0.5667,0.97956,0.58034,0.86715,0.00109,0.00109,0.00109
272,6104.51,0.60474,0.35048,0.79424,0.81805,0.84102,0.85925,0.56906,0.97799,0.59357,0.86689,0.001057,0.001057,0.001057
273,6126.73,0.59314,0.35725,0.79148,0.80039,0.84248,0.85197,0.56509,0.9843,0.59742,0.86834,0.001024,0.001024,0.001024
274,6148.85,0.59767,0.35862,0.78731,0.80011,0.85232,0.85567,0.56101,0.99213,0.59543,0.8696,0.000991,0.000991,0.000991
275,6170.94,0.59432,0.35752,0.79069,0.8154,0.83122,0.85951,0.56518,0.98493,0.58622,0.8687,0.000958,0.000958,0.000958
276,6192.96,0.59194,0.3596,0.7961,0.83264,0.81857,0.85944,0.57061,0.9838,0.57929,0.86926,0.000925,0.000925,0.000925
277,6215.25,0.58952,0.35169,0.78892,0.82177,0.83826,0.86171,0.56961,0.98192,0.5786,0.86789,0.000892,0.000892,0.000892
278,6237.57,0.57988,0.34924,0.78793,0.8183,0.84388,0.86462,0.5735,0.97289,0.57754,0.86816,0.000859,0.000859,0.000859
279,6259.91,0.57198,0.34514,0.78827,0.82337,0.83923,0.86304,0.57264,0.97582,0.57478,0.86762,0.000826,0.000826,0.000826
280,6282.04,0.59476,0.35619,0.78877,0.83336,0.84388,0.86214,0.57022,0.97959,0.5727,0.86857,0.000793,0.000793,0.000793
281,6304.41,0.57997,0.34375,0.7905,0.83493,0.83685,0.8608,0.57371,0.97103,0.57659,0.86683,0.00076,0.00076,0.00076
282,6326.54,0.58974,0.35318,0.79302,0.82056,0.83966,0.85759,0.57033,0.96638,0.57764,0.86777,0.000727,0.000727,0.000727
283,6349.12,0.5791,0.3452,0.79602,0.80927,0.83685,0.85811,0.57116,0.96551,0.58464,0.86733,0.000694,0.000694,0.000694
284,6371.27,0.57539,0.34633,0.78579,0.81204,0.83404,0.85845,0.57331,0.96059,0.59131,0.86577,0.000661,0.000661,0.000661
285,6393.32,0.58509,0.35044,0.78801,0.81231,0.84004,0.85754,0.57579,0.95546,0.59075,0.86545,0.000628,0.000628,0.000628
286,6415.65,0.56372,0.34485,0.78867,0.81149,0.84763,0.85763,0.57544,0.95957,0.58657,0.86593,0.000595,0.000595,0.000595
287,6438.02,0.57503,0.34065,0.7919,0.82309,0.84248,0.85891,0.57914,0.95591,0.58629,0.86463,0.000562,0.000562,0.000562
288,6460.3,0.57401,0.34357,0.78899,0.81682,0.84667,0.85967,0.57788,0.95177,0.58134,0.86399,0.000529,0.000529,0.000529
289,6482.57,0.56689,0.3347,0.78901,0.80952,0.83826,0.85696,0.57599,0.95802,0.58169,0.86538,0.000496,0.000496,0.000496
290,6504.71,0.55894,0.33321,0.78574,0.80678,0.84248,0.85733,0.57426,0.96309,0.58123,0.86576,0.000463,0.000463,0.000463
291,6530.09,0.62881,0.36433,0.79249,0.83118,0.81013,0.85613,0.57301,0.96771,0.5748,0.86603,0.00043,0.00043,0.00043
292,6552.21,0.50561,0.3059,0.7878,0.82678,0.81997,0.85799,0.56481,0.98677,0.59192,0.86699,0.000397,0.000397,0.000397
293,6574.35,0.49207,0.29951,0.78382,0.81831,0.81857,0.85089,0.56506,0.97792,0.59814,0.8658,0.000364,0.000364,0.000364
294,6596.54,0.48807,0.29335,0.78164,0.82687,0.80872,0.85167,0.56765,0.97446,0.59926,0.86712,0.000331,0.000331,0.000331
295,6619.55,0.47905,0.29448,0.78414,0.83067,0.81416,0.85465,0.57011,0.97087,0.60095,0.86742,0.000298,0.000298,0.000298
296,6642.03,0.46387,0.28663,0.78116,0.83246,0.81762,0.85663,0.57143,0.97053,0.59652,0.86812,0.000265,0.000265,0.000265
297,6664.13,0.47093,0.28587,0.77602,0.83896,0.81331,0.85778,0.5725,0.96197,0.5967,0.86771,0.000232,0.000232,0.000232
298,6686.15,0.47667,0.28923,0.78655,0.83137,0.8182,0.8551,0.57389,0.95938,0.59498,0.86762,0.000199,0.000199,0.000199
299,6708.33,0.46894,0.28552,0.7802,0.83256,0.81716,0.85624,0.57694,0.95663,0.59519,0.86823,0.000166,0.000166,0.000166
300,6730.28,0.45837,0.28552,0.77842,0.83501,0.81435,0.85816,0.57717,0.95461,0.59483,0.86818,0.000133,0.000133,0.000133
