epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,670.327,2.04745,1.3567,1.02759,0.33893,0.41247,0.32775,0.13232,2.06239,1.69256,1.08311,0.009175,0.009175,0.009175
27,697.538,1.97289,1.34596,1.02135,0.39526,0.53586,0.38135,0.12772,2.15766,1.50419,1.10951,0.009142,0.009142,0.009142
28,722.762,1.95469,1.3313,1.03126,0.35457,0.42032,0.30798,0.11977,2.04175,1.72554,1.09255,0.009109,0.009109,0.009109
29,750.131,1.90428,1.32024,1.00824,0.43656,0.50019,0.44334,0.17789,1.95665,1.44589,1.05686,0.009076,0.009076,0.009076
30,774.655,1.96934,1.34395,1.02096,0.11975,0.16456,0.11299,0.04528,2.7268,4.22175,1.33807,0.009043,0.009043,0.009043
31,802.221,1.97219,1.32209,1.02126,0.39953,0.53716,0.40667,0.161,1.96143,1.4484,1.06888,0.00901,0.00901,0.00901
32,827.206,1.9339,1.31448,1.01086,0.41195,0.55177,0.42347,0.16596,2.02768,1.40371,1.07451,0.008977,0.008977,0.008977
33,854.747,1.90189,1.31341,1.00194,0.30549,0.30239,0.21762,0.08526,2.2696,2.18604,1.12381,0.008944,0.008944,0.008944
34,879.958,1.90769,1.28886,1.0209,0.4089,0.56042,0.44137,0.16637,1.92497,1.414,1.04962,0.008911,0.008911,0.008911
35,907.432,1.91773,1.26136,1.00778,0.41069,0.49648,0.40436,0.1669,2.01076,1.57761,1.08078,0.008878,0.008878,0.008878
36,932.469,1.87917,1.25455,1.0004,0.36827,0.53446,0.39514,0.15568,1.97599,1.56326,1.06221,0.008845,0.008845,0.008845
37,960.297,1.87992,1.27552,0.99943,0.35061,0.4121,0.31738,0.12321,2.10005,1.60931,1.10784,0.008812,0.008812,0.008812
38,985.571,1.85271,1.26917,0.98324,0.36528,0.53868,0.3891,0.15945,1.98281,1.41476,1.04585,0.008779,0.008779,0.008779
39,1013.46,1.87018,1.2419,0.98736,0.39692,0.59775,0.44497,0.18818,1.8328,1.29492,1.02723,0.008746,0.008746,0.008746
40,1038.72,1.85537,1.23977,1.00745,0.40773,0.59775,0.46076,0.18614,1.91618,1.36541,1.04173,0.008713,0.008713,0.008713
41,1066.68,1.82719,1.22535,0.99038,0.42537,0.54971,0.45918,0.1972,1.85068,1.32455,1.03916,0.00868,0.00868,0.00868
42,1091.7,1.81097,1.21742,0.9829,0.39084,0.61272,0.43342,0.17789,1.87964,1.38794,1.03937,0.008647,0.008647,0.008647
43,1119.25,1.82347,1.23713,0.98484,0.38078,0.57384,0.39645,0.15965,1.94655,1.44479,1.0678,0.008614,0.008614,0.008614
44,1144.08,1.8314,1.2464,0.96894,0.40958,0.63854,0.44986,0.19691,1.81678,1.27751,1.02834,0.008581,0.008581,0.008581
45,1171.33,1.7888,1.2032,0.98351,0.32679,0.43179,0.28973,0.11909,2.01705,1.75681,1.08069,0.008548,0.008548,0.008548
46,1195.95,1.76599,1.17444,0.98366,0.43137,0.55696,0.46275,0.19427,1.9145,1.28544,1.0453,0.008515,0.008515,0.008515
47,1223.51,1.79731,1.19893,0.97753,0.42754,0.60189,0.48992,0.19946,1.87335,1.2736,1.04121,0.008482,0.008482,0.008482
48,1248.38,1.75571,1.16194,0.98299,0.42567,0.64416,0.50876,0.19451,1.96981,1.23015,1.06457,0.008449,0.008449,0.008449
49,1275.61,1.76421,1.17687,0.9704,0.36129,0.61976,0.44407,0.17639,1.96977,1.39028,1.07863,0.008416,0.008416,0.008416
50,1300.19,1.73309,1.1621,0.97262,0.4221,0.64206,0.48535,0.20632,1.85048,1.19512,1.03805,0.008383,0.008383,0.008383
51,1327.46,1.73141,1.16095,0.96975,0.38857,0.62835,0.46503,0.21471,1.7207,1.27065,1.00522,0.00835,0.00835,0.00835
52,1352.77,1.6948,1.14122,0.96007,0.43674,0.65823,0.52168,0.23918,1.74048,1.16449,0.99858,0.008317,0.008317,0.008317
53,1380.64,1.74174,1.1597,0.96107,0.41958,0.58509,0.44973,0.19451,1.91606,1.32753,1.03991,0.008284,0.008284,0.008284
54,1405.45,1.72115,1.11862,0.96875,0.38226,0.61619,0.44895,0.19423,1.86299,1.31197,1.05433,0.008251,0.008251,0.008251
55,1432.66,1.70995,1.16511,0.96512,0.37493,0.6285,0.43678,0.17475,1.93033,1.32756,1.05875,0.008218,0.008218,0.008218
56,1457.43,1.69015,1.10775,0.96042,0.37332,0.48101,0.36753,0.14511,2.1,1.54372,1.09389,0.008185,0.008185,0.008185
57,1484.75,1.72511,1.15586,0.97526,0.42715,0.66385,0.50298,0.21362,1.79101,1.19074,1.01938,0.008152,0.008152,0.008152
58,1510.01,1.66114,1.12386,0.94826,0.45107,0.60478,0.51099,0.20097,1.97493,1.16295,1.05815,0.008119,0.008119,0.008119
59,1537.65,1.66028,1.10103,0.94252,0.47681,0.60338,0.54425,0.19855,2.05221,1.21816,1.07426,0.008086,0.008086,0.008086
60,1562.3,1.64494,1.07605,0.96042,0.41508,0.61583,0.47554,0.20576,1.86706,1.24897,1.04773,0.008053,0.008053,0.008053
61,1589.58,1.63226,1.0623,0.94314,0.4816,0.66526,0.55288,0.24539,1.73933,1.11227,1.0012,0.00802,0.00802,0.00802
62,1614.27,1.68171,1.0912,0.94051,0.45014,0.65682,0.53212,0.23879,1.75577,1.20092,1.0147,0.007987,0.007987,0.007987
63,1641.7,1.65035,1.08028,0.95473,0.52163,0.59494,0.58179,0.2575,1.73608,1.09803,1.00617,0.007954,0.007954,0.007954
64,1666.31,1.64505,1.08295,0.93993,0.50033,0.57806,0.53089,0.22351,1.85356,1.23618,1.02595,0.007921,0.007921,0.007921
65,1693.71,1.67139,1.06495,0.95495,0.487,0.62025,0.57695,0.26103,1.73998,1.1062,1.00581,0.007888,0.007888,0.007888
66,1718.99,1.62969,1.06273,0.95673,0.49825,0.65963,0.56494,0.25378,1.72935,1.12105,1.00489,0.007855,0.007855,0.007855
67,1746.24,1.64816,1.06341,0.94638,0.45549,0.61181,0.53129,0.23911,1.7166,1.16036,0.99846,0.007822,0.007822,0.007822
68,1770.77,1.62745,1.07299,0.9406,0.47097,0.62588,0.55345,0.22865,1.87667,1.17129,1.05396,0.007789,0.007789,0.007789
69,1798.19,1.58209,1.0203,0.93452,0.48579,0.61744,0.56997,0.23935,1.8499,1.12788,1.03148,0.007756,0.007756,0.007756
70,1823.28,1.5832,1.01874,0.9317,0.49072,0.6526,0.59255,0.2757,1.68665,1.06273,0.98733,0.007723,0.007723,0.007723
71,1851.24,1.58444,1.01676,0.94086,0.54875,0.60338,0.5977,0.27321,1.7289,1.11291,0.99825,0.00769,0.00769,0.00769
72,1876.53,1.55297,1.00052,0.93928,0.52963,0.62396,0.5925,0.27726,1.63529,1.09527,0.9747,0.007657,0.007657,0.007657
73,1904.25,1.56303,0.99184,0.92615,0.58448,0.59549,0.60416,0.2709,1.70431,1.0351,0.99356,0.007624,0.007624,0.007624
74,1929.35,1.52581,0.96427,0.92559,0.44808,0.64416,0.53106,0.24804,1.7424,1.0881,1.01234,0.007591,0.007591,0.007591
75,1956.49,1.56079,0.97493,0.92996,0.57979,0.54852,0.57688,0.26425,1.66146,1.02847,0.98312,0.007558,0.007558,0.007558
76,1981.43,1.52518,0.9537,0.92286,0.47382,0.57947,0.50576,0.21142,1.87563,1.20429,1.05048,0.007525,0.007525,0.007525
77,2009.11,1.4979,0.96105,0.91783,0.56981,0.64272,0.61767,0.27804,1.72727,1.05865,0.99882,0.007492,0.007492,0.007492
78,2034.25,1.49777,0.94941,0.91652,0.67785,0.70139,0.69676,0.31904,1.66898,0.9604,0.98413,0.007459,0.007459,0.007459
79,2061.66,1.49988,0.9238,0.91723,0.50083,0.61181,0.5375,0.24899,1.73794,1.18782,0.99176,0.007426,0.007426,0.007426
80,2086.35,1.48671,0.92916,0.91679,0.6026,0.64621,0.6529,0.30947,1.61923,1.007,0.96456,0.007393,0.007393,0.007393
81,2113.95,1.45208,0.91225,0.91272,0.67112,0.64416,0.67657,0.32375,1.54314,0.9659,0.95845,0.00736,0.00736,0.00736
82,2138.72,1.45745,0.89152,0.91146,0.63876,0.62166,0.65563,0.30802,1.61736,1.02812,0.96541,0.007327,0.007327,0.007327
83,2166.24,1.45785,0.90775,0.91269,0.70555,0.65963,0.69992,0.30508,1.69294,0.96881,0.97805,0.007294,0.007294,0.007294
84,2190.83,1.48027,0.90726,0.92117,0.64233,0.65673,0.62628,0.27555,1.70101,1.01382,0.97735,0.007261,0.007261,0.007261
85,2217.91,1.43492,0.90711,0.90601,0.70503,0.66226,0.69418,0.30494,1.71999,1.01953,0.98816,0.007228,0.007228,0.007228
86,2242.58,1.48089,0.90632,0.90671,0.59104,0.5879,0.57585,0.25796,1.72113,1.11427,1.00785,0.007195,0.007195,0.007195
87,2270.17,1.41508,0.86544,0.89992,0.69359,0.70183,0.71203,0.33171,1.59064,0.89364,0.96082,0.007162,0.007162,0.007162
88,2294.8,1.43962,0.86316,0.91512,0.75094,0.72433,0.73452,0.35526,1.5164,0.91844,0.942,0.007129,0.007129,0.007129
89,2322.01,1.41318,0.85797,0.90131,0.65106,0.61744,0.6448,0.29482,1.66887,1.00208,0.98828,0.007096,0.007096,0.007096
90,2346.6,1.4329,0.8472,0.90847,0.46028,0.41069,0.38427,0.14724,2.05547,1.58503,1.07758,0.007063,0.007063,0.007063
91,2373.8,1.39566,0.85471,0.89988,0.72121,0.71589,0.72758,0.35691,1.52982,0.88349,0.94319,0.00703,0.00703,0.00703
92,2398.44,1.3745,0.81707,0.89154,0.73795,0.73558,0.7552,0.36841,1.51645,0.88647,0.93812,0.006997,0.006997,0.006997
93,2426,1.36881,0.79803,0.89402,0.72528,0.75387,0.73606,0.36413,1.47333,0.84675,0.92807,0.006964,0.006964,0.006964
94,2450.91,1.32929,0.78759,0.90001,0.7702,0.75105,0.76208,0.38152,1.47755,0.81381,0.93803,0.006931,0.006931,0.006931
95,2478.27,1.35565,0.81022,0.89353,0.7595,0.76394,0.77209,0.378,1.44951,0.79922,0.92634,0.006898,0.006898,0.006898
96,2502.81,1.35482,0.80121,0.89352,0.75227,0.71449,0.75394,0.37239,1.51081,0.82107,0.94504,0.006865,0.006865,0.006865
97,2529.79,1.34479,0.79916,0.89321,0.76266,0.75949,0.77927,0.3938,1.45887,0.7931,0.93076,0.006832,0.006832,0.006832
98,2554.79,1.34553,0.79897,0.8919,0.74197,0.7609,0.765,0.37445,1.55288,0.85823,0.95815,0.006799,0.006799,0.006799
99,2582.07,1.31325,0.79025,0.88396,0.77087,0.70979,0.76396,0.37586,1.48282,0.83905,0.93612,0.006766,0.006766,0.006766
100,2606.92,1.32038,0.7733,0.88858,0.75538,0.76371,0.77458,0.37812,1.48885,0.82705,0.93222,0.006733,0.006733,0.006733
101,2634.74,1.35362,0.79271,0.89313,0.76469,0.7173,0.75804,0.35889,1.58318,0.87307,0.94659,0.0067,0.0067,0.0067
102,2659.86,1.31938,0.78377,0.88793,0.79184,0.7384,0.77729,0.39069,1.46175,0.83296,0.91957,0.006667,0.006667,0.006667
103,2687.76,1.29567,0.76827,0.88863,0.75732,0.8045,0.79593,0.3934,1.42166,0.80037,0.91426,0.006634,0.006634,0.006634
104,2712.79,1.31052,0.76919,0.88014,0.73416,0.78462,0.75412,0.35219,1.54137,0.85461,0.93542,0.006601,0.006601,0.006601
105,2739.68,1.27524,0.74403,0.87394,0.7526,0.72574,0.76508,0.3792,1.50389,0.81178,0.94103,0.006568,0.006568,0.006568
106,2764.48,1.30961,0.77353,0.88641,0.78582,0.77406,0.78605,0.39836,1.48923,0.8128,0.93684,0.006535,0.006535,0.006535
107,2791.72,1.30446,0.74694,0.87745,0.7335,0.71615,0.75595,0.36963,1.48814,0.85085,0.93047,0.006502,0.006502,0.006502
108,2816.4,1.27417,0.7542,0.87401,0.7273,0.71449,0.72961,0.36516,1.48364,0.85828,0.94191,0.006469,0.006469,0.006469
109,2843.48,1.28386,0.75256,0.88076,0.79329,0.74824,0.79217,0.40173,1.40986,0.79633,0.92127,0.006436,0.006436,0.006436
110,2868.14,1.29153,0.75599,0.87684,0.76668,0.80878,0.81077,0.4097,1.42211,0.75952,0.9171,0.006403,0.006403,0.006403
111,2895.75,1.27123,0.73979,0.88467,0.76485,0.72996,0.77318,0.39497,1.48532,0.83326,0.93135,0.00637,0.00637,0.00637
112,2921.01,1.23733,0.73584,0.87071,0.78753,0.78622,0.80081,0.39853,1.44477,0.79314,0.92459,0.006337,0.006337,0.006337
113,2948.77,1.26773,0.74173,0.8757,0.75527,0.78762,0.78071,0.40853,1.36008,0.80106,0.91184,0.006304,0.006304,0.006304
114,2973.35,1.26194,0.73927,0.87896,0.7808,0.76934,0.7845,0.40154,1.45717,0.77933,0.9313,0.006271,0.006271,0.006271
115,3000.8,1.2238,0.70715,0.87149,0.78453,0.73741,0.77436,0.38064,1.48545,0.83154,0.933,0.006238,0.006238,0.006238
116,3025.66,1.25468,0.72467,0.8819,0.78331,0.79314,0.80549,0.41658,1.39861,0.75921,0.91552,0.006205,0.006205,0.006205
117,3053.1,1.20914,0.69665,0.86681,0.78308,0.75527,0.78106,0.40411,1.41717,0.78977,0.91716,0.006172,0.006172,0.006172
118,3077.85,1.19751,0.69235,0.87142,0.78796,0.782,0.78971,0.41555,1.38431,0.79106,0.91246,0.006139,0.006139,0.006139
119,3105.12,1.22029,0.69873,0.87854,0.77731,0.80731,0.80727,0.42498,1.3729,0.76059,0.90907,0.006106,0.006106,0.006106
120,3130.17,1.19463,0.70167,0.87443,0.77258,0.79466,0.79515,0.40138,1.39303,0.76989,0.91121,0.006073,0.006073,0.006073
121,3157.52,1.20664,0.69446,0.87409,0.78889,0.78837,0.80052,0.41931,1.36703,0.78685,0.90539,0.00604,0.00604,0.00604
122,3182.26,1.18882,0.68596,0.86948,0.80289,0.78487,0.80805,0.42163,1.4018,0.75295,0.91481,0.006007,0.006007,0.006007
123,3209.3,1.19718,0.68571,0.87453,0.81117,0.83122,0.81261,0.414,1.37216,0.74502,0.90667,0.005974,0.005974,0.005974
124,3234.21,1.18869,0.68919,0.86683,0.80208,0.81013,0.81281,0.41548,1.40476,0.79395,0.91276,0.005941,0.005941,0.005941
125,3262.04,1.21343,0.69941,0.86859,0.78743,0.79747,0.80404,0.4314,1.34887,0.73603,0.90728,0.005908,0.005908,0.005908
126,3287.28,1.17256,0.68967,0.85358,0.79615,0.78481,0.79932,0.43244,1.36617,0.75088,0.91248,0.005875,0.005875,0.005875
127,3315.02,1.1923,0.68338,0.86465,0.78725,0.8067,0.80132,0.40489,1.43355,0.78555,0.92478,0.005842,0.005842,0.005842
128,3340.05,1.17206,0.66172,0.87034,0.80556,0.79828,0.81016,0.43064,1.39159,0.77024,0.91547,0.005809,0.005809,0.005809
129,3367.01,1.19515,0.68979,0.87265,0.7901,0.79466,0.80911,0.42382,1.33018,0.77271,0.90483,0.005776,0.005776,0.005776
130,3392.09,1.19682,0.68904,0.87117,0.77902,0.82306,0.81242,0.42636,1.32143,0.71826,0.90536,0.005743,0.005743,0.005743
131,3419.92,1.163,0.68013,0.87025,0.77194,0.827,0.81472,0.41676,1.38288,0.7217,0.91439,0.00571,0.00571,0.00571
132,3444.52,1.18417,0.66362,0.86502,0.79109,0.80424,0.8139,0.42819,1.34574,0.72486,0.90747,0.005677,0.005677,0.005677
133,3472.08,1.17059,0.66496,0.86496,0.83344,0.8023,0.83278,0.44008,1.34105,0.73605,0.90444,0.005644,0.005644,0.005644
134,3496.47,1.18437,0.69002,0.87095,0.79721,0.79747,0.80789,0.41638,1.37853,0.748,0.91546,0.005611,0.005611,0.005611
135,3524.12,1.13589,0.64926,0.85652,0.79716,0.80147,0.80942,0.43422,1.35617,0.7441,0.91765,0.005578,0.005578,0.005578
136,3548.78,1.16023,0.67538,0.86396,0.82796,0.81153,0.82371,0.44098,1.31381,0.74483,0.90016,0.005545,0.005545,0.005545
137,3576.15,1.15531,0.66489,0.86264,0.80002,0.78481,0.81487,0.43264,1.37344,0.75255,0.91497,0.005512,0.005512,0.005512
138,3600.87,1.14294,0.65034,0.85683,0.77947,0.81529,0.81356,0.43351,1.35505,0.74202,0.91659,0.005479,0.005479,0.005479
139,3628.41,1.13696,0.65111,0.8654,0.79233,0.81566,0.82042,0.44195,1.29158,0.72808,0.8962,0.005446,0.005446,0.005446
140,3653.34,1.1216,0.64141,0.8617,0.77235,0.82841,0.81521,0.43748,1.31176,0.72386,0.90015,0.005413,0.005413,0.005413
141,3680.52,1.0969,0.63389,0.85498,0.8113,0.79747,0.81553,0.42812,1.34826,0.71452,0.90221,0.00538,0.00538,0.00538
142,3705.18,1.13372,0.65046,0.85466,0.81081,0.82841,0.83276,0.4495,1.32954,0.72437,0.90251,0.005347,0.005347,0.005347
143,3732.27,1.11517,0.63817,0.847,0.80533,0.81153,0.82387,0.44145,1.31496,0.74067,0.90077,0.005314,0.005314,0.005314
144,3756.88,1.1075,0.63859,0.85482,0.77533,0.81435,0.81719,0.44424,1.27896,0.74144,0.89399,0.005281,0.005281,0.005281
145,3784.39,1.12306,0.62681,0.85541,0.80952,0.789,0.8091,0.44489,1.31578,0.73786,0.89986,0.005248,0.005248,0.005248
146,3809.55,1.0864,0.61726,0.85809,0.7927,0.82278,0.82466,0.45023,1.30075,0.72654,0.89917,0.005215,0.005215,0.005215
147,3837.29,1.08687,0.62839,0.85226,0.78893,0.81997,0.81523,0.44141,1.2986,0.71419,0.90607,0.005182,0.005182,0.005182
148,3862.09,1.12864,0.6339,0.86774,0.80738,0.78622,0.81752,0.44479,1.29538,0.71081,0.9057,0.005149,0.005149,0.005149
149,3889.67,1.07914,0.61667,0.85022,0.81352,0.79767,0.81529,0.45147,1.28144,0.73654,0.90318,0.005116,0.005116,0.005116
150,3914.71,1.06389,0.60162,0.85005,0.7942,0.81716,0.82032,0.46494,1.25163,0.69828,0.89737,0.005083,0.005083,0.005083
151,3942.3,1.04877,0.61507,0.84542,0.81644,0.80731,0.8237,0.46128,1.25946,0.70159,0.8949,0.00505,0.00505,0.00505
152,3967.45,1.07825,0.61085,0.84243,0.82643,0.7969,0.83419,0.46651,1.26192,0.68423,0.8962,0.005017,0.005017,0.005017
153,3994.9,1.06895,0.60297,0.84612,0.81365,0.82903,0.84311,0.4622,1.28129,0.70382,0.89535,0.004984,0.004984,0.004984
154,4019.82,1.03307,0.58893,0.84162,0.81126,0.81612,0.82992,0.4422,1.29314,0.71418,0.89354,0.004951,0.004951,0.004951
155,4047.42,1.05717,0.60116,0.83692,0.79995,0.81997,0.81162,0.44591,1.30106,0.73805,0.8977,0.004918,0.004918,0.004918
156,4072.68,1.03856,0.58826,0.84318,0.80207,0.7834,0.81385,0.4444,1.27387,0.70469,0.8991,0.004885,0.004885,0.004885
157,4099.81,1.07803,0.61231,0.84244,0.7921,0.82419,0.83116,0.46222,1.26246,0.68196,0.89526,0.004852,0.004852,0.004852
158,4124.32,1.05563,0.59534,0.84671,0.79157,0.83327,0.83001,0.44563,1.3162,0.70301,0.90577,0.004819,0.004819,0.004819
159,4151.44,1.04455,0.59594,0.8406,0.81269,0.83685,0.83803,0.46768,1.25947,0.68559,0.89491,0.004786,0.004786,0.004786
160,4176.52,1.01556,0.5728,0.84485,0.80898,0.81575,0.82918,0.46716,1.26369,0.69606,0.89499,0.004753,0.004753,0.004753
161,4203.61,1.02822,0.58364,0.85097,0.78022,0.84881,0.83543,0.46837,1.22572,0.65674,0.88666,0.00472,0.00472,0.00472
162,4228.92,1.03084,0.59109,0.83911,0.84107,0.81575,0.83619,0.46606,1.26498,0.66878,0.89664,0.004687,0.004687,0.004687
163,4256.66,1.0275,0.59446,0.84591,0.82166,0.80028,0.82351,0.45289,1.30185,0.69473,0.90157,0.004654,0.004654,0.004654
164,4281.87,1.02802,0.57615,0.84569,0.82843,0.81294,0.84715,0.47428,1.26624,0.68513,0.89246,0.004621,0.004621,0.004621
165,4309.51,1.0378,0.57769,0.84195,0.81989,0.81857,0.8408,0.47563,1.22336,0.66017,0.88604,0.004588,0.004588,0.004588
166,4334.3,1.00982,0.56392,0.83597,0.80245,0.827,0.83931,0.47886,1.21205,0.66357,0.88308,0.004555,0.004555,0.004555
167,4361.44,1.00868,0.57149,0.84516,0.81857,0.83128,0.84787,0.4821,1.22127,0.66626,0.88235,0.004522,0.004522,0.004522
168,4386.34,0.98246,0.56058,0.84163,0.82512,0.81435,0.83626,0.47598,1.23142,0.66029,0.88746,0.004489,0.004489,0.004489
169,4413.19,0.99678,0.56739,0.84082,0.83696,0.82138,0.8372,0.47937,1.1965,0.66119,0.88704,0.004456,0.004456,0.004456
170,4437.65,1.00771,0.55707,0.84633,0.80531,0.83404,0.83635,0.45567,1.27935,0.67437,0.89353,0.004423,0.004423,0.004423
171,4465.29,0.972,0.55582,0.83023,0.83101,0.8576,0.85027,0.48873,1.19152,0.64649,0.88496,0.00439,0.00439,0.00439
172,4489.88,0.9914,0.56981,0.83744,0.83015,0.8481,0.85392,0.48551,1.174,0.63271,0.87558,0.004357,0.004357,0.004357
173,4516.79,1.01604,0.56439,0.84252,0.80807,0.84529,0.84262,0.48979,1.19552,0.63641,0.88419,0.004324,0.004324,0.004324
174,4541.77,0.99336,0.56629,0.83765,0.83783,0.84951,0.85715,0.48948,1.1939,0.64598,0.88177,0.004291,0.004291,0.004291
175,4569.18,0.92769,0.54295,0.82917,0.81925,0.85232,0.84471,0.49116,1.17061,0.64208,0.88428,0.004258,0.004258,0.004258
176,4594.17,0.9428,0.55147,0.83258,0.81452,0.85232,0.84842,0.48936,1.19836,0.64767,0.88024,0.004225,0.004225,0.004225
177,4621.93,0.97733,0.55382,0.84225,0.82305,0.83735,0.84638,0.49136,1.17283,0.63286,0.87605,0.004192,0.004192,0.004192
178,4647.05,0.9586,0.54114,0.84568,0.80963,0.8494,0.84412,0.48646,1.19601,0.64299,0.88099,0.004159,0.004159,0.004159
179,4674.7,0.96089,0.54667,0.84128,0.83043,0.83544,0.85511,0.4866,1.20547,0.6473,0.88217,0.004126,0.004126,0.004126
180,4699.9,0.97585,0.55541,0.84108,0.81455,0.80591,0.84056,0.47937,1.18887,0.66776,0.87937,0.004093,0.004093,0.004093
181,4727.55,0.96889,0.54078,0.83611,0.81142,0.84107,0.84882,0.48925,1.17055,0.65481,0.87552,0.00406,0.00406,0.00406
182,4752.36,0.9577,0.53618,0.84201,0.81766,0.83826,0.84434,0.4867,1.17074,0.6459,0.87754,0.004027,0.004027,0.004027
183,4779.47,0.95433,0.54547,0.83371,0.83527,0.82013,0.84922,0.49727,1.1608,0.64189,0.8777,0.003994,0.003994,0.003994
184,4804.05,0.93576,0.52633,0.83356,0.82022,0.82134,0.85292,0.49776,1.14509,0.63031,0.87673,0.003961,0.003961,0.003961
185,4831.4,0.9363,0.53907,0.827,0.82625,0.8256,0.84111,0.48601,1.18129,0.64005,0.88313,0.003928,0.003928,0.003928
186,4856.13,0.90412,0.52029,0.83234,0.83565,0.827,0.85099,0.48672,1.18458,0.66331,0.87876,0.003895,0.003895,0.003895
187,4883.59,0.92218,0.52426,0.82946,0.83483,0.83544,0.85373,0.5045,1.14973,0.62593,0.87726,0.003862,0.003862,0.003862
188,4908.78,0.90537,0.52717,0.8264,0.81167,0.84256,0.83822,0.48885,1.17238,0.64785,0.88062,0.003829,0.003829,0.003829
189,4935.75,0.92991,0.52792,0.82764,0.82766,0.83756,0.84578,0.50155,1.14448,0.60906,0.8738,0.003796,0.003796,0.003796
190,4960.23,0.92504,0.52898,0.83376,0.83332,0.83966,0.85488,0.49483,1.15889,0.62094,0.87524,0.003763,0.003763,0.003763
191,4987.63,0.92823,0.5194,0.83331,0.80832,0.83628,0.84946,0.48628,1.15946,0.6369,0.87572,0.00373,0.00373,0.00373
192,5012.25,0.89026,0.51263,0.82653,0.81905,0.84107,0.85167,0.50014,1.16224,0.62669,0.87882,0.003697,0.003697,0.003697
